ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.8064516129032258, 'recall': 0.7965686274509803, 'f1-score': 0.8014796547472256, 'support': 816}","{'precision': 0.6521739130434783, 'recall': 0.25210084033613445, 'f1-score': 0.3636363636363636, 'support': 119}","{'precision': 0.8621378621378621, 'recall': 0.8234732824427481, 'f1-score': 0.8423621278672522, 'support': 1048}","{'precision': 0.8327037236913114, 'recall': 0.7781139687342411, 'f1-score': 0.8044838373305527, 'support': 1983}","{'precision': 0.7735877960281887, 'recall': 0.6240475834099543, 'f1-score': 0.6691593820836138, 'support': 1983}","{'precision': 0.8266231423609106, 'recall': 0.7781139687342411, 'f1-score': 0.7968107088004758, 'support': 1983}",0.5312108397483826,10,0.32176920771598816
"{'precision': 0.8072727272727273, 'recall': 0.8161764705882353, 'f1-score': 0.8117001828153564, 'support': 816}","{'precision': 0.8484848484848485, 'recall': 0.23529411764705882, 'f1-score': 0.368421052631579, 'support': 119}","{'precision': 0.8885350318471338, 'recall': 0.7986641221374046, 'f1-score': 0.8412060301507538, 'support': 1048}","{'precision': 0.8505555555555555, 'recall': 0.7720625315179022, 'f1-score': 0.8094105207507268, 'support': 1983}","{'precision': 0.8480975358682366, 'recall': 0.6167115701242328, 'f1-score': 0.6737757551992297, 'support': 1983}","{'precision': 0.8526923629853952, 'recall': 0.7720625315179022, 'f1-score': 0.800692573897367, 'support': 1983}",0.47509223222732544,11,0.24806353449821472
"{'precision': 0.7793263646922184, 'recall': 0.8223039215686274, 'f1-score': 0.8002385211687537, 'support': 816}","{'precision': 0.5925925925925926, 'recall': 0.2689075630252101, 'f1-score': 0.3699421965317919, 'support': 119}","{'precision': 0.8813186813186813, 'recall': 0.7652671755725191, 'f1-score': 0.819203268641471, 'support': 1048}","{'precision': 0.8246575342465754, 'recall': 0.7589510842158346, 'f1-score': 0.7904411764705882, 'support': 1983}","{'precision': 0.7510792128678307, 'recall': 0.6188262200554522, 'f1-score': 0.6631279954473389, 'support': 1983}","{'precision': 0.8220225971403664, 'recall': 0.7589510842158346, 'f1-score': 0.7844391226410731, 'support': 1983}",1.0195392370224,12,0.22940516471862793
"{'precision': 0.8502080443828016, 'recall': 0.7512254901960784, 'f1-score': 0.7976577748861419, 'support': 816}","{'precision': 0.7083333333333334, 'recall': 0.2857142857142857, 'f1-score': 0.40718562874251496, 'support': 119}","{'precision': 0.8613861386138614, 'recall': 0.8301526717557252, 'f1-score': 0.8454810495626822, 'support': 1048}","{'precision': 0.852726250702642, 'recall': 0.7650025214321735, 'f1-score': 0.8064859117490697, 'support': 1983}","{'precision': 0.8066425054433322, 'recall': 0.6223641492220299, 'f1-score': 0.6834414843971129, 'support': 1983}","{'precision': 0.8476016662382045, 'recall': 0.7650025214321735, 'f1-score': 0.7994997347802028, 'support': 1983}",0.42631199955940247,13,0.2746223211288452
"{'precision': 0.8585164835164835, 'recall': 0.7659313725490197, 'f1-score': 0.8095854922279793, 'support': 816}","{'precision': 0.75, 'recall': 0.3025210084033613, 'f1-score': 0.43113772455089816, 'support': 119}","{'precision': 0.8658536585365854, 'recall': 0.8129770992366412, 'f1-score': 0.8385826771653544, 'support': 1048}","{'precision': 0.8596590909090909, 'recall': 0.7629853756933939, 'f1-score': 0.8084424258616082, 'support': 1983}","{'precision': 0.8247900473510229, 'recall': 0.6271431600630074, 'f1-score': 0.6931019646480774, 'support': 1983}","{'precision': 0.8558820396852203, 'recall': 0.7629853756933939, 'f1-score': 0.802199594830499, 'support': 1983}",1.9392386674880981,14,0.24351029098033905
"{'precision': 0.8495934959349594, 'recall': 0.7683823529411765, 'f1-score': 0.8069498069498069, 'support': 816}","{'precision': 0.7321428571428571, 'recall': 0.3445378151260504, 'f1-score': 0.4685714285714285, 'support': 119}","{'precision': 0.8505303760848602, 'recall': 0.8416030534351145, 'f1-score': 0.8460431654676259, 'support': 1048}","{'precision': 0.8465319497542326, 'recall': 0.7816439737771054, 'f1-score': 0.8127949659150498, 'support': 1983}","{'precision': 0.8107555763875589, 'recall': 0.6515077405007804, 'f1-score': 0.7071881336629536, 'support': 1983}","{'precision': 0.8430404068683108, 'recall': 0.7816439737771054, 'f1-score': 0.8073042258603703, 'support': 1983}",0.6108676195144653,15,0.13085845112800598
"{'precision': 0.8521505376344086, 'recall': 0.7769607843137255, 'f1-score': 0.8128205128205128, 'support': 816}","{'precision': 0.7450980392156863, 'recall': 0.31932773109243695, 'f1-score': 0.4470588235294118, 'support': 119}","{'precision': 0.8591133004926108, 'recall': 0.8320610687022901, 'f1-score': 0.8453708191953465, 'support': 1048}","{'precision': 0.8530386740331491, 'recall': 0.7786182551689359, 'f1-score': 0.8141312944898498, 'support': 1983}","{'precision': 0.8187872924475684, 'recall': 0.6427831947028175, 'f1-score': 0.7017500518484238, 'support': 1983}","{'precision': 0.8494060737733737, 'recall': 0.7786182551689359, 'f1-score': 0.8080737049814732, 'support': 1983}",1.1259366273880005,16,0.10462655127048492
"{'precision': 0.8596730245231607, 'recall': 0.7732843137254902, 'f1-score': 0.8141935483870968, 'support': 816}","{'precision': 0.6323529411764706, 'recall': 0.36134453781512604, 'f1-score': 0.45989304812834225, 'support': 119}","{'precision': 0.8521739130434782, 'recall': 0.8416030534351145, 'f1-score': 0.8468554968795006, 'support': 1048}","{'precision': 0.8470332063146434, 'recall': 0.7846696923852748, 'f1-score': 0.8146596858638743, 'support': 1983}","{'precision': 0.7813999595810365, 'recall': 0.6587439683252435, 'f1-score': 0.7069806977983132, 'support': 1983}","{'precision': 0.8420683050330128, 'recall': 0.7846696923852748, 'f1-score': 0.810193529470933, 'support': 1983}",1.689590334892273,17,0.1424388885498047
"{'precision': 0.8433420365535248, 'recall': 0.7916666666666666, 'f1-score': 0.8166877370417193, 'support': 816}","{'precision': 0.696969696969697, 'recall': 0.3865546218487395, 'f1-score': 0.4972972972972973, 'support': 119}","{'precision': 0.8697394789579158, 'recall': 0.8282442748091603, 'f1-score': 0.8484848484848485, 'support': 1048}","{'precision': 0.8524590163934426, 'recall': 0.7866868381240545, 'f1-score': 0.8182533438237608, 'support': 1983}","{'precision': 0.8033504041603793, 'recall': 0.6688218544415222, 'f1-score': 0.7208232942746218, 'support': 1983}","{'precision': 0.8485090618834926, 'recall': 0.7866868381240545, 'f1-score': 0.8143256142292197, 'support': 1983}",0.42008548974990845,18,0.04582114890217781
"{'precision': 0.8389175257731959, 'recall': 0.7977941176470589, 'f1-score': 0.8178391959798994, 'support': 816}","{'precision': 0.6578947368421053, 'recall': 0.42016806722689076, 'f1-score': 0.5128205128205129, 'support': 119}","{'precision': 0.8584247258225324, 'recall': 0.8215648854961832, 'f1-score': 0.8395904436860068, 'support': 1048}","{'precision': 0.8420485175202156, 'recall': 0.7876954109934443, 'f1-score': 0.8139656070870246, 'support': 1983}","{'precision': 0.7850789961459445, 'recall': 0.6798423567900443, 'f1-score': 0.7234167174954731, 'support': 1983}","{'precision': 0.8383637354398146, 'recall': 0.7876954109934443, 'f1-score': 0.8110303630500121, 'support': 1983}",0.7624433636665344,19,0.18071375787258148
"{'precision': 0.8693820224719101, 'recall': 0.758578431372549, 'f1-score': 0.8102094240837696, 'support': 816}","{'precision': 0.6049382716049383, 'recall': 0.4117647058823529, 'f1-score': 0.49000000000000005, 'support': 119}","{'precision': 0.8562874251497006, 'recall': 0.8187022900763359, 'f1-score': 0.8370731707317074, 'support': 1048}","{'precision': 0.8501392757660167, 'recall': 0.7695410993444276, 'f1-score': 0.8078348332451032, 'support': 1983}","{'precision': 0.776869239742183, 'recall': 0.6630151424437459, 'f1-score': 0.7124275316051589, 'support': 1983}","{'precision': 0.846592337980309, 'recall': 0.7695410993444276, 'f1-score': 0.8051909092179452, 'support': 1983}",0.8238093256950378,20,0.1029168963432312
"{'precision': 0.8467741935483871, 'recall': 0.7720588235294118, 'f1-score': 0.8076923076923077, 'support': 816}","{'precision': 0.5777777777777777, 'recall': 0.4369747899159664, 'f1-score': 0.49760765550239233, 'support': 119}","{'precision': 0.8433619866284623, 'recall': 0.8425572519083969, 'f1-score': 0.8429594272076372, 'support': 1048}","{'precision': 0.8320042530568846, 'recall': 0.789208270297529, 'f1-score': 0.8100414078674949, 'support': 1983}","{'precision': 0.755971319318209, 'recall': 0.6838636217845918, 'f1-score': 0.7160864634674456, 'support': 1983}","{'precision': 0.828828370891411, 'recall': 0.789208270297529, 'f1-score': 0.8077224981317758, 'support': 1983}",0.5527499914169312,21,0.05058538168668747
"{'precision': 0.8531746031746031, 'recall': 0.7904411764705882, 'f1-score': 0.8206106870229007, 'support': 816}","{'precision': 0.5952380952380952, 'recall': 0.42016806722689076, 'f1-score': 0.49261083743842365, 'support': 119}","{'precision': 0.850674373795761, 'recall': 0.8425572519083969, 'f1-score': 0.8465963566634708, 'support': 1048}","{'precision': 0.8402555910543131, 'recall': 0.7957639939485628, 'f1-score': 0.8174048174048174, 'support': 1983}","{'precision': 0.7663623574028198, 'recall': 0.6843888318686253, 'f1-score': 0.719939293708265, 'support': 1983}","{'precision': 0.8363744595369477, 'recall': 0.7957639939485628, 'f1-score': 0.8146606112199579, 'support': 1983}",0.6836711764335632,22,0.04643566906452179
"{'precision': 0.8546895640686922, 'recall': 0.7928921568627451, 'f1-score': 0.8226319135410044, 'support': 816}","{'precision': 0.5210084033613446, 'recall': 0.5210084033613446, 'f1-score': 0.5210084033613446, 'support': 119}","{'precision': 0.8887688984881209, 'recall': 0.7853053435114504, 'f1-score': 0.8338399189463019, 'support': 1048}","{'precision': 0.8501664816870145, 'recall': 0.7725668179525971, 'f1-score': 0.8095112285336855, 'support': 1983}","{'precision': 0.7548222886393859, 'recall': 0.69973530124518, 'f1-score': 0.7258267452828836, 'support': 1983}","{'precision': 0.8526759908701984, 'recall': 0.7725668179525971, 'f1-score': 0.8104548040873343, 'support': 1983}",0.36029544472694397,23,0.08206377923488617
"{'precision': 0.8282828282828283, 'recall': 0.803921568627451, 'f1-score': 0.8159203980099502, 'support': 816}","{'precision': 0.5643564356435643, 'recall': 0.4789915966386555, 'f1-score': 0.5181818181818182, 'support': 119}","{'precision': 0.873598369011213, 'recall': 0.8177480916030534, 'f1-score': 0.8447511089206504, 'support': 1048}","{'precision': 0.8377801494130203, 'recall': 0.7917297024710035, 'f1-score': 0.8141042260824475, 'support': 1983}","{'precision': 0.7554125443125352, 'recall': 0.7002204189563866, 'f1-score': 0.7262844417041396, 'support': 1983}","{'precision': 0.8363934919032392, 'recall': 0.7917297024710035, 'f1-score': 0.813289885672515, 'support': 1983}",0.4296586513519287,24,0.05857417732477188
"{'precision': 0.8322496749024707, 'recall': 0.7843137254901961, 'f1-score': 0.807570977917981, 'support': 816}","{'precision': 0.5824175824175825, 'recall': 0.44537815126050423, 'f1-score': 0.5047619047619047, 'support': 119}","{'precision': 0.8695208970438328, 'recall': 0.8139312977099237, 'f1-score': 0.8408082799408576, 'support': 1048}","{'precision': 0.8397609994568169, 'recall': 0.7796268280383257, 'f1-score': 0.8085774058577404, 'support': 1983}","{'precision': 0.7613960514546286, 'recall': 0.681207724820208, 'f1-score': 0.7177137208735811, 'support': 1983}","{'precision': 0.8369547791881217, 'recall': 0.7796268280383257, 'f1-score': 0.8069650338001805, 'support': 1983}",0.9292117953300476,25,0.054382745176553726
"{'precision': 0.8490566037735849, 'recall': 0.7720588235294118, 'f1-score': 0.8087291399229782, 'support': 816}","{'precision': 0.5813953488372093, 'recall': 0.42016806722689076, 'f1-score': 0.48780487804878053, 'support': 119}","{'precision': 0.8795430944963655, 'recall': 0.808206106870229, 'f1-score': 0.8423669816011934, 'support': 1048}","{'precision': 0.8525963149078727, 'recall': 0.7700453857791225, 'f1-score': 0.809220985691574, 'support': 1983}","{'precision': 0.76999834903572, 'recall': 0.6668109992088439, 'f1-score': 0.7129669998576507, 'support': 1983}","{'precision': 0.8491061009697752, 'recall': 0.7700453857791225, 'f1-score': 0.807247783854264, 'support': 1983}",0.49527987837791443,26,0.07551254332065582
"{'precision': 0.8342245989304813, 'recall': 0.7647058823529411, 'f1-score': 0.7979539641943734, 'support': 816}","{'precision': 0.5306122448979592, 'recall': 0.4369747899159664, 'f1-score': 0.47926267281105994, 'support': 119}","{'precision': 0.8747433264887063, 'recall': 0.8129770992366412, 'f1-score': 0.8427299703264094, 'support': 1048}","{'precision': 0.8395604395604396, 'recall': 0.7705496722138174, 'f1-score': 0.8035761241125428, 'support': 1983}","{'precision': 0.7465267234390489, 'recall': 0.6715525905018497, 'f1-score': 0.7066488691106142, 'support': 1983}","{'precision': 0.8374186263390289, 'recall': 0.7705496722138174, 'f1-score': 0.8024930417292999, 'support': 1983}",0.5087761878967285,27,0.034871913492679596
"{'precision': 0.8516320474777448, 'recall': 0.7034313725490197, 'f1-score': 0.7704697986577181, 'support': 816}","{'precision': 0.6825396825396826, 'recall': 0.36134453781512604, 'f1-score': 0.4725274725274725, 'support': 119}","{'precision': 0.8870967741935484, 'recall': 0.7872137404580153, 'f1-score': 0.8341759352881698, 'support': 1048}","{'precision': 0.8650269946010798, 'recall': 0.7271810388300555, 'f1-score': 0.7901369863013699, 'support': 1983}","{'precision': 0.8070895014036585, 'recall': 0.6173298836073869, 'f1-score': 0.6923910688244534, 'support': 1983}","{'precision': 0.8602276310231471, 'recall': 0.7271810388300555, 'f1-score': 0.7862584493784514, 'support': 1983}",0.6715736985206604,28,0.05073852837085724
"{'precision': 0.8417553191489362, 'recall': 0.7757352941176471, 'f1-score': 0.8073979591836734, 'support': 816}","{'precision': 0.6111111111111112, 'recall': 0.46218487394957986, 'f1-score': 0.5263157894736842, 'support': 119}","{'precision': 0.878125, 'recall': 0.8043893129770993, 'f1-score': 0.8396414342629483, 'support': 1048}","{'precision': 0.8496115427302997, 'recall': 0.7720625315179022, 'f1-score': 0.8089828269484808, 'support': 1983}","{'precision': 0.7769971434200157, 'recall': 0.6807698270147754, 'f1-score': 0.724451727640102, 'support': 1983}","{'precision': 0.8471354325001282, 'recall': 0.7720625315179022, 'f1-score': 0.8075706186327867, 'support': 1983}",1.2806320190429688,29,0.019547905772924423
"{'precision': 0.8381201044386423, 'recall': 0.7867647058823529, 'f1-score': 0.8116308470290771, 'support': 816}","{'precision': 0.7230769230769231, 'recall': 0.3949579831932773, 'f1-score': 0.5108695652173912, 'support': 119}","{'precision': 0.8688688688688688, 'recall': 0.8282442748091603, 'f1-score': 0.8480703468490474, 'support': 1048}","{'precision': 0.8508196721311475, 'recall': 0.7851739788199698, 'f1-score': 0.8166797797010229, 'support': 1983}","{'precision': 0.8100219654614781, 'recall': 0.6699889879615969, 'f1-score': 0.723523586365172, 'support': 1983}","{'precision': 0.8474668349181343, 'recall': 0.7851739788199698, 'f1-score': 0.8128401275513858, 'support': 1983}",0.9871739149093628,30,0.06355012208223343
"{'precision': 0.8412073490813649, 'recall': 0.7855392156862745, 'f1-score': 0.8124207858048162, 'support': 816}","{'precision': 0.6666666666666666, 'recall': 0.35294117647058826, 'f1-score': 0.46153846153846156, 'support': 119}","{'precision': 0.8353948620361561, 'recall': 0.8377862595419847, 'f1-score': 0.8365888518342066, 'support': 1048}","{'precision': 0.832089552238806, 'recall': 0.7871911245587494, 'f1-score': 0.8090178802798653, 'support': 1983}","{'precision': 0.7810896259280625, 'recall': 0.6587555505662824, 'f1-score': 0.7035160330591615, 'support': 1983}","{'precision': 0.8276612937960761, 'recall': 0.7871911245587494, 'f1-score': 0.80413694143321, 'support': 1983}",0.5801332592964172,31,0.20186747610569
"{'precision': 0.8478835978835979, 'recall': 0.7855392156862745, 'f1-score': 0.8155216284987278, 'support': 816}","{'precision': 0.6265060240963856, 'recall': 0.4369747899159664, 'f1-score': 0.5148514851485149, 'support': 119}","{'precision': 0.8734939759036144, 'recall': 0.8301526717557252, 'f1-score': 0.8512720156555773, 'support': 1048}","{'precision': 0.8517711171662126, 'recall': 0.7881996974281392, 'f1-score': 0.818753273965427, 'support': 1983}","{'precision': 0.7826278659611994, 'recall': 0.6842222257859887, 'f1-score': 0.7272150431009399, 'support': 1983}","{'precision': 0.8481335953038194, 'recall': 0.7881996974281392, 'f1-score': 0.816372187591871, 'support': 1983}",0.4915693998336792,32,0.01341820415109396
"{'precision': 0.8461538461538461, 'recall': 0.7818627450980392, 'f1-score': 0.8127388535031846, 'support': 816}","{'precision': 0.6266666666666667, 'recall': 0.3949579831932773, 'f1-score': 0.4845360824742268, 'support': 119}","{'precision': 0.8769551616266945, 'recall': 0.8024809160305344, 'f1-score': 0.8380667663178873, 'support': 1048}","{'precision': 0.8534675615212528, 'recall': 0.7695410993444276, 'f1-score': 0.8093343940599311, 'support': 1983}","{'precision': 0.7832585581490691, 'recall': 0.6597672147739503, 'f1-score': 0.7117805674317662, 'support': 1983}","{'precision': 0.8492606561672454, 'recall': 0.7695410993444276, 'f1-score': 0.8064289810258082, 'support': 1983}",1.3721376657485962,33,0.026861727237701416
"{'precision': 0.8421733505821475, 'recall': 0.7977941176470589, 'f1-score': 0.8193832599118943, 'support': 816}","{'precision': 0.5638297872340425, 'recall': 0.44537815126050423, 'f1-score': 0.49765258215962443, 'support': 119}","{'precision': 0.8657314629258517, 'recall': 0.8244274809160306, 'f1-score': 0.844574780058651, 'support': 1048}","{'precision': 0.8407506702412869, 'recall': 0.7907211296016137, 'f1-score': 0.8149688149688149, 'support': 1983}","{'precision': 0.7572448669140139, 'recall': 0.6891999166078646, 'f1-score': 0.7205368740433898, 'support': 1983}","{'precision': 0.8379202077166797, 'recall': 0.7907211296016137, 'f1-score': 0.8133896958479916, 'support': 1983}",0.4787111282348633,34,0.014882637187838554
"{'precision': 0.8470588235294118, 'recall': 0.7941176470588235, 'f1-score': 0.8197343453510436, 'support': 816}","{'precision': 0.64, 'recall': 0.40336134453781514, 'f1-score': 0.49484536082474223, 'support': 119}","{'precision': 0.8813025210084033, 'recall': 0.8005725190839694, 'f1-score': 0.839, 'support': 1048}","{'precision': 0.8565848214285714, 'recall': 0.7740796772566818, 'f1-score': 0.8132450331125828, 'support': 1983}","{'precision': 0.7894537815126051, 'recall': 0.6660171702268693, 'f1-score': 0.7178599020585953, 'support': 1983}","{'precision': 0.8527307322323786, 'recall': 0.7740796772566818, 'f1-score': 0.8104194774304568, 'support': 1983}",1.1859279870986938,35,0.040138475596904755
"{'precision': 0.847457627118644, 'recall': 0.7965686274509803, 'f1-score': 0.82122552116235, 'support': 816}","{'precision': 0.5533980582524272, 'recall': 0.4789915966386555, 'f1-score': 0.5135135135135135, 'support': 119}","{'precision': 0.864, 'recall': 0.8244274809160306, 'f1-score': 0.84375, 'support': 1048}","{'precision': 0.8401069518716577, 'recall': 0.7922339889056984, 'f1-score': 0.815468466130288, 'support': 1983}","{'precision': 0.7549518951236904, 'recall': 0.6999959016685554, 'f1-score': 0.7261630115586212, 'support': 1983}","{'precision': 0.8385536019469755, 'recall': 0.7922339889056984, 'f1-score': 0.8146637082080614, 'support': 1983}",1.4844145774841309,36,0.05608496814966202
"{'precision': 0.8579088471849866, 'recall': 0.7843137254901961, 'f1-score': 0.8194622279129321, 'support': 816}","{'precision': 0.5157894736842106, 'recall': 0.4117647058823529, 'f1-score': 0.45794392523364486, 'support': 119}","{'precision': 0.8774869109947644, 'recall': 0.799618320610687, 'f1-score': 0.8367448826759861, 'support': 1048}","{'precision': 0.8502227171492205, 'recall': 0.7700453857791225, 'f1-score': 0.8081503043133104, 'support': 1983}","{'precision': 0.7503950772879872, 'recall': 0.6652322506610787, 'f1-score': 0.7047170119408545, 'support': 1983}","{'precision': 0.8477250879444697, 'recall': 0.7700453857791225, 'f1-score': 0.8069012315301007, 'support': 1983}",0.4563078284263611,37,0.06754063814878464
"{'precision': 0.8456632653061225, 'recall': 0.8125, 'f1-score': 0.82875, 'support': 816}","{'precision': 0.6075949367088608, 'recall': 0.40336134453781514, 'f1-score': 0.48484848484848486, 'support': 119}","{'precision': 0.877319587628866, 'recall': 0.8120229007633588, 'f1-score': 0.8434093161546086, 'support': 1048}","{'precision': 0.8521549372613202, 'recall': 0.7876954109934443, 'f1-score': 0.8186582809224319, 'support': 1983}","{'precision': 0.7768592632146164, 'recall': 0.6759614151003913, 'f1-score': 0.7190026003343645, 'support': 1983}","{'precision': 0.8481068834055482, 'recall': 0.7876954109934443, 'f1-score': 0.8158597745975793, 'support': 1983}",1.6527938842773438,38,0.01461861003190279
