ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.9088607594936708, 'recall': 0.8788249694002448, 'f1-score': 0.8935905413814561, 'support': 817}","{'precision': 0.7204301075268817, 'recall': 0.5630252100840336, 'f1-score': 0.6320754716981133, 'support': 119}","{'precision': 0.8634435962680237, 'recall': 0.9452181987000928, 'f1-score': 0.902482269503546, 'support': 1077}","{'precision': 0.8743937924345296, 'recall': 0.8956780923994039, 'f1-score': 0.8849079754601228, 'support': 2013}","{'precision': 0.8309114877628588, 'recall': 0.7956894593947904, 'f1-score': 0.8093827608610384, 'support': 2013}","{'precision': 0.8734223430117682, 'recall': 0.8956780923994039, 'f1-score': 0.882888155835094, 'support': 2013}",0.1601962447166443,10,0.3188554346561432
"{'precision': 0.8803827751196173, 'recall': 0.9008567931456548, 'f1-score': 0.8905021173623715, 'support': 817}","{'precision': 0.6764705882352942, 'recall': 0.5798319327731093, 'f1-score': 0.6244343891402716, 'support': 119}","{'precision': 0.8854961832061069, 'recall': 0.861652739090065, 'f1-score': 0.8734117647058823, 'support': 1077}","{'precision': 0.8726082578046325, 'recall': 0.8609041231992052, 'f1-score': 0.8667166791697926, 'support': 2013}","{'precision': 0.8141165155203395, 'recall': 0.7807804883362763, 'f1-score': 0.7961160904028418, 'support': 2013}","{'precision': 0.8710641413739217, 'recall': 0.8609041231992052, 'f1-score': 0.8656296039647218, 'support': 2013}",0.2361423820257187,11,0.21621772646903992
"{'precision': 0.883054892601432, 'recall': 0.9057527539779682, 'f1-score': 0.8942598187311178, 'support': 817}","{'precision': 0.64, 'recall': 0.5378151260504201, 'f1-score': 0.5844748858447488, 'support': 119}","{'precision': 0.8869485294117647, 'recall': 0.8960074280408542, 'f1-score': 0.8914549653579678, 'support': 1077}","{'precision': 0.8731490621915103, 'recall': 0.8787878787878788, 'f1-score': 0.8759593958900718, 'support': 2013}","{'precision': 0.8033344740043988, 'recall': 0.7798584360230808, 'f1-score': 0.7900632233112782, 'support': 2013}","{'precision': 0.8707697036422456, 'recall': 0.8787878787878788, 'f1-score': 0.8744459915595527, 'support': 2013}",0.5096315741539001,12,0.13819609582424164
"{'precision': 0.8980099502487562, 'recall': 0.8837209302325582, 'f1-score': 0.8908081431215299, 'support': 817}","{'precision': 0.6574074074074074, 'recall': 0.5966386554621849, 'f1-score': 0.6255506607929515, 'support': 119}","{'precision': 0.8682581786030061, 'recall': 0.9117920148560817, 'f1-score': 0.8894927536231884, 'support': 1077}","{'precision': 0.8688203622124328, 'recall': 0.8817685047193244, 'f1-score': 0.8752465483234715, 'support': 2013}","{'precision': 0.8078918454197233, 'recall': 0.797383866850275, 'f1-score': 0.8019505191792233, 'support': 2013}","{'precision': 0.8678686881222816, 'recall': 0.8817685047193244, 'f1-score': 0.8744234859497393, 'support': 2013}",0.289055734872818,13,0.042743079364299774
"{'precision': 0.9111389236545682, 'recall': 0.8910648714810282, 'f1-score': 0.9009900990099009, 'support': 817}","{'precision': 0.6528925619834711, 'recall': 0.6638655462184874, 'f1-score': 0.6583333333333333, 'support': 119}","{'precision': 0.8880597014925373, 'recall': 0.8839368616527391, 'f1-score': 0.8859934853420196, 'support': 1077}","{'precision': 0.8830321285140562, 'recall': 0.8738201689021361, 'f1-score': 0.878401997503121, 'support': 2013}","{'precision': 0.8173637290435255, 'recall': 0.812955759784085, 'f1-score': 0.8151056392284178, 'support': 2013}","{'precision': 0.8835245971233372, 'recall': 0.8738201689021361, 'f1-score': 0.8786217393299111, 'support': 2013}",0.23645292222499847,14,0.10950063169002533
"{'precision': 0.898159509202454, 'recall': 0.8959608323133414, 'f1-score': 0.8970588235294117, 'support': 817}","{'precision': 0.6818181818181818, 'recall': 0.6302521008403361, 'f1-score': 0.6550218340611353, 'support': 119}","{'precision': 0.8776065276518585, 'recall': 0.8987929433611885, 'f1-score': 0.8880733944954129, 'support': 1077}","{'precision': 0.8752465483234714, 'recall': 0.8817685047193244, 'f1-score': 0.878495421925266, 'support': 2013}","{'precision': 0.819194739557498, 'recall': 0.808335292171622, 'f1-score': 0.8133846840286534, 'support': 2013}","{'precision': 0.8743740253034377, 'recall': 0.8817685047193244, 'f1-score': 0.8779432205406678, 'support': 2013}",0.4538574814796448,15,0.02934507094323635
"{'precision': 0.8723653395784543, 'recall': 0.9118727050183598, 'f1-score': 0.8916816277678037, 'support': 817}","{'precision': 0.6724137931034483, 'recall': 0.6554621848739496, 'f1-score': 0.6638297872340425, 'support': 119}","{'precision': 0.8890925756186985, 'recall': 0.9006499535747446, 'f1-score': 0.8948339483394834, 'support': 1077}","{'precision': 0.8699660359049005, 'recall': 0.8907103825136612, 'f1-score': 0.880216003927344, 'support': 2013}","{'precision': 0.8112905694335337, 'recall': 0.822661614489018, 'f1-score': 0.8167817877804433, 'support': 2013}","{'precision': 0.8694944996305244, 'recall': 0.8907103825136612, 'f1-score': 0.8798985578384353, 'support': 2013}",0.8946829438209534,16,0.01917591132223606
"{'precision': 0.8895631067961165, 'recall': 0.8971848225214198, 'f1-score': 0.8933577087141987, 'support': 817}","{'precision': 0.6166666666666667, 'recall': 0.6218487394957983, 'f1-score': 0.6192468619246863, 'support': 119}","{'precision': 0.8866171003717472, 'recall': 0.8857938718662952, 'f1-score': 0.8862052949372968, 'support': 1077}","{'precision': 0.8717821782178218, 'recall': 0.8748137108792846, 'f1-score': 0.8732953136622862, 'support': 2013}","{'precision': 0.7976156246115101, 'recall': 0.8016091446278377, 'f1-score': 0.799603288525394, 'support': 2013}","{'precision': 0.8718544504153662, 'recall': 0.8748137108792846, 'f1-score': 0.8733267398092432, 'support': 2013}",0.5856617093086243,17,0.16965416073799133
"{'precision': 0.8914634146341464, 'recall': 0.8947368421052632, 'f1-score': 0.8930971288943189, 'support': 817}","{'precision': 0.6260162601626016, 'recall': 0.6470588235294118, 'f1-score': 0.6363636363636365, 'support': 119}","{'precision': 0.8844731977818854, 'recall': 0.8885793871866295, 'f1-score': 0.8865215377489579, 'support': 1077}","{'precision': 0.8716049382716049, 'recall': 0.8768007948335818, 'f1-score': 0.8741951461119365, 'support': 2013}","{'precision': 0.8006509575262112, 'recall': 0.8101250176071014, 'f1-score': 0.8053274343356378, 'support': 2013}","{'precision': 0.8720313853584389, 'recall': 0.8768007948335818, 'f1-score': 0.8744020482809532, 'support': 2013}",1.6006184816360474,18,0.03455435857176781
"{'precision': 0.8717339667458432, 'recall': 0.8984088127294981, 'f1-score': 0.8848704038577456, 'support': 817}","{'precision': 0.711340206185567, 'recall': 0.5798319327731093, 'f1-score': 0.638888888888889, 'support': 119}","{'precision': 0.8772241992882562, 'recall': 0.9155060352831941, 'f1-score': 0.8959563834620626, 'support': 1077}","{'precision': 0.8671837130392632, 'recall': 0.8887232985593642, 'f1-score': 0.8778213935230618, 'support': 2013}","{'precision': 0.8200994574065555, 'recall': 0.7979155935952672, 'f1-score': 0.8065718920695657, 'support': 2013}","{'precision': 0.8651895668161393, 'recall': 0.8887232985593642, 'f1-score': 0.8762602696066554, 'support': 2013}",2.028522491455078,19,0.034936778247356415
"{'precision': 0.9012345679012346, 'recall': 0.8935128518971848, 'f1-score': 0.8973570989551322, 'support': 817}","{'precision': 0.6826923076923077, 'recall': 0.5966386554621849, 'f1-score': 0.6367713004484306, 'support': 119}","{'precision': 0.86103781882146, 'recall': 0.9090064995357474, 'f1-score': 0.884372177055104, 'support': 1077}","{'precision': 0.8678693320331545, 'recall': 0.8842523596621957, 'f1-score': 0.8759842519685039, 'support': 2013}","{'precision': 0.8149882314716675, 'recall': 0.7997193356317057, 'f1-score': 0.8061668588195555, 'support': 2013}","{'precision': 0.8668091194542502, 'recall': 0.8842523596621957, 'f1-score': 0.875005151161477, 'support': 2013}",2.091543197631836,20,0.03424238786101341
"{'precision': 0.8721893491124261, 'recall': 0.9020807833537332, 'f1-score': 0.8868832731648616, 'support': 817}","{'precision': 0.660377358490566, 'recall': 0.5882352941176471, 'f1-score': 0.6222222222222222, 'support': 119}","{'precision': 0.8819188191881919, 'recall': 0.8876508820798514, 'f1-score': 0.8847755668671912, 'support': 1077}","{'precision': 0.8663390663390663, 'recall': 0.8758072528564332, 'f1-score': 0.8710474308300395, 'support': 2013}","{'precision': 0.8048285089303947, 'recall': 0.792655653183744, 'f1-score': 0.7979603540847583, 'support': 2013}","{'precision': 0.8648734089174924, 'recall': 0.8758072528564332, 'f1-score': 0.8701099672807259, 'support': 2013}",0.8585370779037476,21,0.013679541647434235
"{'precision': 0.8880866425992779, 'recall': 0.9033047735618115, 'f1-score': 0.895631067961165, 'support': 817}","{'precision': 0.646551724137931, 'recall': 0.6302521008403361, 'f1-score': 0.6382978723404256, 'support': 119}","{'precision': 0.8707360861759426, 'recall': 0.9006499535747446, 'f1-score': 0.8854404381560931, 'support': 1077}","{'precision': 0.8651140223192625, 'recall': 0.8857426726279185, 'f1-score': 0.875306823760432, 'support': 2013}","{'precision': 0.8017914843043839, 'recall': 0.8114022759922973, 'f1-score': 0.8064564594858945, 'support': 2013}","{'precision': 0.864525189760315, 'recall': 0.8857426726279185, 'f1-score': 0.8749664089552383, 'support': 2013}",1.736930251121521,22,0.01619713008403778
"{'precision': 0.8827085852478839, 'recall': 0.8935128518971848, 'f1-score': 0.8880778588807785, 'support': 817}","{'precision': 0.6952380952380952, 'recall': 0.6134453781512605, 'f1-score': 0.6517857142857143, 'support': 119}","{'precision': 0.8785388127853881, 'recall': 0.89322191272052, 'f1-score': 0.8858195211786372, 'support': 1077}","{'precision': 0.8707449432659102, 'recall': 0.8768007948335818, 'f1-score': 0.8737623762376239, 'support': 2013}","{'precision': 0.8188284977571224, 'recall': 0.8000600475896551, 'f1-score': 0.8085610314483768, 'support': 2013}","{'precision': 0.86939520558903, 'recall': 0.8768007948335818, 'f1-score': 0.8729010109364075, 'support': 2013}",0.8074201345443726,23,0.02405783347785473
"{'precision': 0.8768115942028986, 'recall': 0.8886168910648715, 'f1-score': 0.8826747720364743, 'support': 817}","{'precision': 0.6141732283464567, 'recall': 0.6554621848739496, 'f1-score': 0.6341463414634146, 'support': 119}","{'precision': 0.8844361602982292, 'recall': 0.8811513463324049, 'f1-score': 0.8827906976744185, 'support': 1077}","{'precision': 0.8643984220907298, 'recall': 0.8708395429706905, 'f1-score': 0.8676070279633755, 'support': 2013}","{'precision': 0.7918069942825282, 'recall': 0.8084101407570753, 'f1-score': 0.7998706037247691, 'support': 2013}","{'precision': 0.865364844152106, 'recall': 0.8708395429706905, 'f1-score': 0.8680448508610504, 'support': 2013}",1.5163140296936035,24,0.017688775435090065
"{'precision': 0.8772563176895307, 'recall': 0.8922888616891065, 'f1-score': 0.8847087378640777, 'support': 817}","{'precision': 0.6739130434782609, 'recall': 0.5210084033613446, 'f1-score': 0.5876777251184835, 'support': 119}","{'precision': 0.8687329079307201, 'recall': 0.8848653667595172, 'f1-score': 0.8767249310027598, 'support': 1077}","{'precision': 0.8633663366336634, 'recall': 0.8663686040735221, 'f1-score': 0.8648648648648648, 'support': 2013}","{'precision': 0.8066340896995038, 'recall': 0.7660542106033228, 'f1-score': 0.7830371313284403, 'support': 2013}","{'precision': 0.8606753132477125, 'recall': 0.8663686040735221, 'f1-score': 0.8628780123268869, 'support': 2013}",0.5915315747261047,25,0.010327651165425777
"{'precision': 0.8829915560916767, 'recall': 0.8959608323133414, 'f1-score': 0.8894289185905224, 'support': 817}","{'precision': 0.7472527472527473, 'recall': 0.5714285714285714, 'f1-score': 0.6476190476190475, 'support': 119}","{'precision': 0.8648888888888889, 'recall': 0.903435468895079, 'f1-score': 0.8837420526793823, 'support': 1077}","{'precision': 0.8669926650366748, 'recall': 0.8807749627421758, 'f1-score': 0.8738294726466239, 'support': 2013}","{'precision': 0.831711064077771, 'recall': 0.7902749575456639, 'f1-score': 0.8069300062963175, 'support': 2013}","{'precision': 0.8652819232902683, 'recall': 0.8807749627421758, 'f1-score': 0.8720915468906201, 'support': 2013}",0.4118924140930176,26,0.022185541689395905
"{'precision': 0.8891625615763546, 'recall': 0.8837209302325582, 'f1-score': 0.8864333947206875, 'support': 817}","{'precision': 0.6868686868686869, 'recall': 0.5714285714285714, 'f1-score': 0.6238532110091742, 'support': 119}","{'precision': 0.8812615955473099, 'recall': 0.8820798514391829, 'f1-score': 0.8816705336426914, 'support': 1077}","{'precision': 0.8748114630467572, 'recall': 0.8643815201192251, 'f1-score': 0.8695652173913043, 'support': 2013}","{'precision': 0.8190976146641171, 'recall': 0.7790764510334375, 'f1-score': 0.7973190464575177, 'support': 2013}","{'precision': 0.8729766144807294, 'recall': 0.8643815201192251, 'f1-score': 0.868362533696012, 'support': 2013}",0.9909859299659729,27,0.01831899583339691
"{'precision': 0.8751486325802615, 'recall': 0.9008567931456548, 'f1-score': 0.887816646562123, 'support': 817}","{'precision': 0.6333333333333333, 'recall': 0.6386554621848739, 'f1-score': 0.6359832635983264, 'support': 119}","{'precision': 0.8831168831168831, 'recall': 0.8839368616527391, 'f1-score': 0.8835266821345708, 'support': 1077}","{'precision': 0.8651299656694458, 'recall': 0.8763040238450075, 'f1-score': 0.8706811451135241, 'support': 2013}","{'precision': 0.7971996163434927, 'recall': 0.8078163723277559, 'f1-score': 0.8024421974316733, 'support': 2013}","{'precision': 0.8651167325393062, 'recall': 0.8763040238450075, 'f1-score': 0.8706341009778381, 'support': 2013}",2.5579311847686768,28,0.026940248906612396
"{'precision': 0.8729216152019003, 'recall': 0.8996328029375765, 'f1-score': 0.8860759493670887, 'support': 817}","{'precision': 0.652542372881356, 'recall': 0.6470588235294118, 'f1-score': 0.649789029535865, 'support': 119}","{'precision': 0.8668478260869565, 'recall': 0.8885793871866295, 'f1-score': 0.8775790921595599, 'support': 1077}","{'precision': 0.8570736434108527, 'recall': 0.8787878787878788, 'f1-score': 0.8677949472651459, 'support': 2013}","{'precision': 0.7974372713900709, 'recall': 0.811757004551206, 'f1-score': 0.8044813570208378, 'support': 2013}","{'precision': 0.8566441185735152, 'recall': 0.8787878787878788, 'f1-score': 0.8675616628929584, 'support': 2013}",0.08472989499568939,29,0.002690247492864728
"{'precision': 0.8661233993015134, 'recall': 0.9106487148102815, 'f1-score': 0.8878281622911695, 'support': 817}","{'precision': 0.7362637362637363, 'recall': 0.5630252100840336, 'f1-score': 0.638095238095238, 'support': 119}","{'precision': 0.8842297174111212, 'recall': 0.9006499535747446, 'f1-score': 0.8923643054277829, 'support': 1077}","{'precision': 0.8700537371763556, 'recall': 0.88474913065077, 'f1-score': 0.8773399014778326, 'support': 2013}","{'precision': 0.828872284325457, 'recall': 0.7914412928230199, 'f1-score': 0.8060959019380635, 'support': 2013}","{'precision': 0.8681339331825626, 'recall': 0.88474913065077, 'f1-score': 0.8754919517491013, 'support': 2013}",1.304437279701233,30,0.014597797766327858
"{'precision': 0.8797619047619047, 'recall': 0.9045287637698899, 'f1-score': 0.891973445986723, 'support': 817}","{'precision': 0.6634615384615384, 'recall': 0.5798319327731093, 'f1-score': 0.6188340807174888, 'support': 119}","{'precision': 0.8838709677419355, 'recall': 0.8904363974001857, 'f1-score': 0.8871415356151712, 'support': 1077}","{'precision': 0.8708723509117792, 'recall': 0.8777943368107303, 'f1-score': 0.8743196437407225, 'support': 2013}","{'precision': 0.8090314703217928, 'recall': 0.7915990313143949, 'f1-score': 0.7993163541064611, 'support': 2013}","{'precision': 0.8691735874443437, 'recall': 0.8777943368107303, 'f1-score': 0.8732414281341646, 'support': 2013}",0.334494024515152,31,0.02391826920211315
"{'precision': 0.875, 'recall': 0.8996328029375765, 'f1-score': 0.8871454435727218, 'support': 817}","{'precision': 0.6701030927835051, 'recall': 0.5462184873949579, 'f1-score': 0.6018518518518517, 'support': 119}","{'precision': 0.8804047838086476, 'recall': 0.8885793871866295, 'f1-score': 0.8844731977818854, 'support': 1077}","{'precision': 0.8680830039525692, 'recall': 0.8728266269249876, 'f1-score': 0.8704483527371812, 'support': 2013}","{'precision': 0.8085026255307176, 'recall': 0.7781435591730547, 'f1-score': 0.7911568310688196, 'support': 2013}","{'precision': 0.8657790463006213, 'recall': 0.8728266269249876, 'f1-score': 0.8688503883658096, 'support': 2013}",1.8431378602981567,32,0.0016991428565233946
"{'precision': 0.8803827751196173, 'recall': 0.9008567931456548, 'f1-score': 0.8905021173623715, 'support': 817}","{'precision': 0.68, 'recall': 0.5714285714285714, 'f1-score': 0.6210045662100457, 'support': 119}","{'precision': 0.8797061524334252, 'recall': 0.8895078922934077, 'f1-score': 0.8845798707294553, 'support': 1077}","{'precision': 0.8701234567901235, 'recall': 0.8753104818678589, 'f1-score': 0.8727092620108965, 'support': 2013}","{'precision': 0.8133629758510142, 'recall': 0.787264418955878, 'f1-score': 0.7986955181006241, 'support': 2013}","{'precision': 0.8681749892913692, 'recall': 0.8753104818678589, 'f1-score': 0.8714020338001373, 'support': 2013}",0.9582818150520325,33,0.007384897209703922
"{'precision': 0.875886524822695, 'recall': 0.9069767441860465, 'f1-score': 0.8911605532170775, 'support': 817}","{'precision': 0.7, 'recall': 0.5294117647058824, 'f1-score': 0.6028708133971291, 'support': 119}","{'precision': 0.876599634369287, 'recall': 0.8904363974001857, 'f1-score': 0.8834638415476738, 'support': 1077}","{'precision': 0.8684729064039409, 'recall': 0.8758072528564332, 'f1-score': 0.8721246599060105, 'support': 2013}","{'precision': 0.8174953863973272, 'recall': 0.7756083020973715, 'f1-score': 0.7924984027206268, 'support': 2013}","{'precision': 0.8658703909567134, 'recall': 0.8758072528564332, 'f1-score': 0.8700001769098138, 'support': 2013}",2.436964750289917,34,0.002989555476233363
"{'precision': 0.8847539015606243, 'recall': 0.9020807833537332, 'f1-score': 0.8933333333333334, 'support': 817}","{'precision': 0.7128712871287128, 'recall': 0.6050420168067226, 'f1-score': 0.6545454545454545, 'support': 119}","{'precision': 0.8840846366145354, 'recall': 0.8922934076137419, 'f1-score': 0.888170055452865, 'support': 1077}","{'precision': 0.875804057397328, 'recall': 0.879284649776453, 'f1-score': 0.8775409023301933, 'support': 2013}","{'precision': 0.8272366084346242, 'recall': 0.7998054025913993, 'f1-score': 0.812016281110551, 'support': 2013}","{'precision': 0.874234860594735, 'recall': 0.879284649776453, 'f1-score': 0.8764547402617874, 'support': 2013}",2.0664548873901367,35,0.0018192145507782698
"{'precision': 0.8785714285714286, 'recall': 0.9033047735618115, 'f1-score': 0.8907664453832227, 'support': 817}","{'precision': 0.6341463414634146, 'recall': 0.6554621848739496, 'f1-score': 0.6446280991735537, 'support': 119}","{'precision': 0.8835680751173709, 'recall': 0.8737233054781801, 'f1-score': 0.8786181139122315, 'support': 1077}","{'precision': 0.866370808678501, 'recall': 0.8728266269249876, 'f1-score': 0.8695867359564464, 'support': 2013}","{'precision': 0.7987619483840714, 'recall': 0.8108300879713136, 'f1-score': 0.804670886156336, 'support': 2013}","{'precision': 0.8667953744055698, 'recall': 0.8728266269249876, 'f1-score': 0.869716164114863, 'support': 2013}",0.6872873306274414,36,0.001759762642905116
"{'precision': 0.8838323353293414, 'recall': 0.9033047735618115, 'f1-score': 0.8934624697336562, 'support': 817}","{'precision': 0.7070707070707071, 'recall': 0.5882352941176471, 'f1-score': 0.6422018348623852, 'support': 119}","{'precision': 0.8801463860933212, 'recall': 0.89322191272052, 'f1-score': 0.8866359447004608, 'support': 1077}","{'precision': 0.8732116428219043, 'recall': 0.879284649776453, 'f1-score': 0.8762376237623762, 'support': 2013}","{'precision': 0.8236831428311232, 'recall': 0.7949206601333262, 'f1-score': 0.8074334164321675, 'support': 2013}","{'precision': 0.8714108742811688, 'recall': 0.879284649776453, 'f1-score': 0.874956665953014, 'support': 2013}",0.27483856678009033,37,0.0046462807804346085
"{'precision': 0.8784266984505363, 'recall': 0.9020807833537332, 'f1-score': 0.890096618357488, 'support': 817}","{'precision': 0.6290322580645161, 'recall': 0.6554621848739496, 'f1-score': 0.6419753086419753, 'support': 119}","{'precision': 0.8905660377358491, 'recall': 0.8765088207985144, 'f1-score': 0.8834815161441273, 'support': 1077}","{'precision': 0.8695007414730598, 'recall': 0.8738201689021361, 'f1-score': 0.871655104063429, 'support': 2013}","{'precision': 0.7993416647503006, 'recall': 0.8113505963420656, 'f1-score': 0.8051844810478634, 'support': 2013}","{'precision': 0.8701783775386365, 'recall': 0.8738201689021361, 'f1-score': 0.8718895140654187, 'support': 2013}",1.0825746059417725,38,0.0025292285718023777
