ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.7995079950799509, 'recall': 0.8034610630407911, 'f1-score': 0.8014796547472257, 'support': 809}","{'precision': 0.5909090909090909, 'recall': 0.3277310924369748, 'f1-score': 0.4216216216216216, 'support': 119}","{'precision': 0.8992161254199328, 'recall': 0.7546992481203008, 'f1-score': 0.8206438426162495, 'support': 1064}","{'precision': 0.8419864559819413, 'recall': 0.748995983935743, 'f1-score': 0.7927736450584484, 'support': 1992}","{'precision': 0.7632110704696582, 'recall': 0.6286304678660223, 'f1-score': 0.6812483729950323, 'support': 1992}","{'precision': 0.8403042707252362, 'recall': 0.748995983935743, 'f1-score': 0.789023625606008, 'support': 1992}",1.0947099924087524,11,0.7781093716621399
"{'precision': 0.7413587604290822, 'recall': 0.7688504326328801, 'f1-score': 0.7548543689320387, 'support': 809}","{'precision': 0.6896551724137931, 'recall': 0.33613445378151263, 'f1-score': 0.45197740112994345, 'support': 119}","{'precision': 0.8907657657657657, 'recall': 0.743421052631579, 'f1-score': 0.8104508196721312, 'support': 1064}","{'precision': 0.8140056022408964, 'recall': 0.7294176706827309, 'f1-score': 0.7693936987026742, 'support': 1992}","{'precision': 0.7739265662028805, 'recall': 0.6161353130153239, 'f1-score': 0.6724275299113711, 'support': 1992}","{'precision': 0.8180737838750721, 'recall': 0.7294176706827309, 'f1-score': 0.7664569113110593, 'support': 1992}",1.1196188926696777,12,0.7380942702293396
"{'precision': 0.823943661971831, 'recall': 0.723114956736712, 'f1-score': 0.7702435813034892, 'support': 809}","{'precision': 0.7333333333333333, 'recall': 0.2773109243697479, 'f1-score': 0.4024390243902439, 'support': 119}","{'precision': 0.8978494623655914, 'recall': 0.7847744360902256, 'f1-score': 0.8375125376128386, 'support': 1064}","{'precision': 0.8623145400593472, 'recall': 0.7294176706827309, 'f1-score': 0.7903181941800381, 'support': 1992}","{'precision': 0.818375485890252, 'recall': 0.5950667723988952, 'f1-score': 0.6700650477688573, 'support': 1992}","{'precision': 0.8580064845175036, 'recall': 0.7294176706827309, 'f1-score': 0.784202129114971, 'support': 1992}",1.0068310499191284,13,0.6964702010154724
"{'precision': 0.844574780058651, 'recall': 0.7119901112484549, 'f1-score': 0.7726358148893361, 'support': 809}","{'precision': 0.8333333333333334, 'recall': 0.25210084033613445, 'f1-score': 0.3870967741935483, 'support': 119}","{'precision': 0.8840425531914894, 'recall': 0.7810150375939849, 'f1-score': 0.8293413173652695, 'support': 1064}","{'precision': 0.8667068757539204, 'recall': 0.7213855421686747, 'f1-score': 0.7873972602739725, 'support': 1992}","{'precision': 0.8539835555278246, 'recall': 0.5817019963928581, 'f1-score': 0.663024635482718, 'support': 1992}","{'precision': 0.8649844077961144, 'recall': 0.7213855421686747, 'f1-score': 0.7798925964112209, 'support': 1992}",1.089768409729004,14,0.6704489588737488
"{'precision': 0.8030112923462986, 'recall': 0.7911001236093943, 'f1-score': 0.797011207970112, 'support': 809}","{'precision': 0.6851851851851852, 'recall': 0.31092436974789917, 'f1-score': 0.4277456647398844, 'support': 119}","{'precision': 0.8501529051987767, 'recall': 0.7838345864661654, 'f1-score': 0.8156479217603912, 'support': 1064}","{'precision': 0.8247816593886463, 'recall': 0.7585341365461847, 'f1-score': 0.7902719665271966, 'support': 1992}","{'precision': 0.7794497942434203, 'recall': 0.6286196932744863, 'f1-score': 0.6801349314901293, 'support': 1992}","{'precision': 0.8211525420063711, 'recall': 0.7585341365461847, 'f1-score': 0.7849062199321903, 'support': 1992}",0.9409126043319702,15,0.6626638770103455
"{'precision': 0.8118214716525934, 'recall': 0.8318912237330037, 'f1-score': 0.8217338217338218, 'support': 809}","{'precision': 0.6, 'recall': 0.3277310924369748, 'f1-score': 0.42391304347826086, 'support': 119}","{'precision': 0.8402839396628217, 'recall': 0.8900375939849624, 'f1-score': 0.8644454586946599, 'support': 1064}","{'precision': 0.8208807521029193, 'recall': 0.8328313253012049, 'f1-score': 0.826812858210815, 'support': 1992}","{'precision': 0.750701803771805, 'recall': 0.6832199700516469, 'f1-score': 0.7033641079689142, 'support': 1992}","{'precision': 0.8143703224739912, 'recall': 0.8328313253012049, 'f1-score': 0.8207822700841833, 'support': 1992}",1.0332151651382446,16,0.599136233329773
"{'precision': 0.7859649122807018, 'recall': 0.830655129789864, 'f1-score': 0.8076923076923076, 'support': 809}","{'precision': 0.6212121212121212, 'recall': 0.3445378151260504, 'f1-score': 0.44324324324324327, 'support': 119}","{'precision': 0.8475046210720887, 'recall': 0.8618421052631579, 'f1-score': 0.8546132339235786, 'support': 1064}","{'precision': 0.8137793310034948, 'recall': 0.8182730923694779, 'f1-score': 0.8160200250312891, 'support': 1992}","{'precision': 0.7515605515216373, 'recall': 0.6790116833930241, 'f1-score': 0.7018495949530431, 'support': 1992}","{'precision': 0.8089933600803375, 'recall': 0.8182730923694779, 'f1-score': 0.8109826826123043, 'support': 1992}",0.8916129469871521,17,0.5718109011650085
"{'precision': 0.8278894472361809, 'recall': 0.8145859085290482, 'f1-score': 0.821183800623053, 'support': 809}","{'precision': 0.6111111111111112, 'recall': 0.3697478991596639, 'f1-score': 0.46073298429319376, 'support': 119}","{'precision': 0.8481132075471698, 'recall': 0.8449248120300752, 'f1-score': 0.8465160075329567, 'support': 1064}","{'precision': 0.8309128630705395, 'recall': 0.8042168674698795, 'f1-score': 0.8173469387755102, 'support': 1992}","{'precision': 0.762371255298154, 'recall': 0.6764195399062624, 'f1-score': 0.7094775974830677, 'support': 1992}","{'precision': 0.8257415852743379, 'recall': 0.8042168674698795, 'f1-score': 0.8131817027359468, 'support': 1992}",0.9381055235862732,18,0.5618138909339905
"{'precision': 0.8328912466843501, 'recall': 0.7762669962917181, 'f1-score': 0.8035828534868842, 'support': 809}","{'precision': 0.6515151515151515, 'recall': 0.36134453781512604, 'f1-score': 0.46486486486486484, 'support': 119}","{'precision': 0.8532455315145814, 'recall': 0.8524436090225563, 'f1-score': 0.8528443817583451, 'support': 1064}","{'precision': 0.838024429102496, 'recall': 0.7921686746987951, 'f1-score': 0.8144516129032258, 'support': 1992}","{'precision': 0.7792173099046944, 'recall': 0.6633517143764669, 'f1-score': 0.7070973667033646, 'support': 1992}","{'precision': 0.8329279955469161, 'recall': 0.7921686746987951, 'f1-score': 0.8096605770987386, 'support': 1992}",0.9024351835250854,19,0.48598673939704895
"{'precision': 0.809823677581864, 'recall': 0.7948084054388134, 'f1-score': 0.8022457891453525, 'support': 809}","{'precision': 0.6875, 'recall': 0.3697478991596639, 'f1-score': 0.4808743169398907, 'support': 119}","{'precision': 0.8566108007448789, 'recall': 0.8646616541353384, 'f1-score': 0.8606173994387277, 'support': 1064}","{'precision': 0.8317805383022774, 'recall': 0.8067269076305221, 'f1-score': 0.8190621814475025, 'support': 1992}","{'precision': 0.7846448261089144, 'recall': 0.6764059862446051, 'f1-score': 0.7145791685079903, 'support': 1992}","{'precision': 0.827506901182871, 'recall': 0.8067269076305221, 'f1-score': 0.8142258032817487, 'support': 1992}",0.847294270992279,20,0.4623600244522095
"{'precision': 0.8269230769230769, 'recall': 0.7972805933250927, 'f1-score': 0.8118313404657017, 'support': 809}","{'precision': 0.65625, 'recall': 0.35294117647058826, 'f1-score': 0.45901639344262296, 'support': 119}","{'precision': 0.8409703504043127, 'recall': 0.8796992481203008, 'f1-score': 0.8598989435002297, 'support': 1064}","{'precision': 0.829330608073582, 'recall': 0.8147590361445783, 'f1-score': 0.8219802481640922, 'support': 1992}","{'precision': 0.7747144757757966, 'recall': 0.6766403393053272, 'f1-score': 0.7102488924695182, 'support': 1992}","{'precision': 0.8242304076611234, 'recall': 0.8147590361445783, 'f1-score': 0.8164292073999343, 'support': 1992}",0.8516961932182312,21,0.4398113489151001
"{'precision': 0.8229299363057325, 'recall': 0.7985166872682324, 'f1-score': 0.8105395232120451, 'support': 809}","{'precision': 0.676923076923077, 'recall': 0.3697478991596639, 'f1-score': 0.47826086956521735, 'support': 119}","{'precision': 0.8756121449559255, 'recall': 0.8402255639097744, 'f1-score': 0.8575539568345324, 'support': 1064}","{'precision': 0.8466060929983966, 'recall': 0.7951807228915663, 'f1-score': 0.8200880144965054, 'support': 1992}","{'precision': 0.7918217193949116, 'recall': 0.6694967167792235, 'f1-score': 0.7154514498705983, 'support': 1992}","{'precision': 0.8423471319569722, 'recall': 0.7951807228915663, 'f1-score': 0.815801670596761, 'support': 1992}",0.897426187992096,22,0.4504067003726959
"{'precision': 0.8287581699346406, 'recall': 0.7836835599505563, 'f1-score': 0.8055908513341805, 'support': 809}","{'precision': 0.6911764705882353, 'recall': 0.3949579831932773, 'f1-score': 0.5026737967914439, 'support': 119}","{'precision': 0.8691860465116279, 'recall': 0.8430451127819549, 'f1-score': 0.8559160305343512, 'support': 1064}","{'precision': 0.8461126005361931, 'recall': 0.7921686746987951, 'f1-score': 0.8182525278714027, 'support': 1992}","{'precision': 0.7963735623448346, 'recall': 0.6738955519752627, 'f1-score': 0.7213935595533251, 'support': 1992}","{'precision': 0.842133189239707, 'recall': 0.7921686746987951, 'f1-score': 0.8143754201988371, 'support': 1992}",0.8928083777427673,23,0.49496516585350037
"{'precision': 0.799752781211372, 'recall': 0.799752781211372, 'f1-score': 0.7997527812113722, 'support': 809}","{'precision': 0.6724137931034483, 'recall': 0.3277310924369748, 'f1-score': 0.4406779661016949, 'support': 119}","{'precision': 0.881207400194742, 'recall': 0.8505639097744361, 'f1-score': 0.8656145384983261, 'support': 1064}","{'precision': 0.8400211193241817, 'recall': 0.7986947791164659, 'f1-score': 0.8188368502316006, 'support': 1992}","{'precision': 0.7844579915031874, 'recall': 0.6593492611409276, 'f1-score': 0.7020150952704644, 'support': 1992}","{'precision': 0.8356535718807809, 'recall': 0.7986947791164659, 'f1-score': 0.8134811982571891, 'support': 1992}",0.8685303926467896,24,0.38012951612472534
"{'precision': 0.8210116731517509, 'recall': 0.7824474660074165, 'f1-score': 0.8012658227848101, 'support': 809}","{'precision': 0.6521739130434783, 'recall': 0.37815126050420167, 'f1-score': 0.4787234042553191, 'support': 119}","{'precision': 0.8712487899322362, 'recall': 0.8458646616541353, 'f1-score': 0.8583690987124463, 'support': 1064}","{'precision': 0.8424986652429258, 'recall': 0.7921686746987951, 'f1-score': 0.8165588615782666, 'support': 1992}","{'precision': 0.7814781253758217, 'recall': 0.6688211293885845, 'f1-score': 0.7127861085841918, 'support': 1992}","{'precision': 0.8377589617067468, 'recall': 0.7921686746987951, 'f1-score': 0.8124984220729604, 'support': 1992}",0.8669741153717041,25,0.3606410026550293
"{'precision': 0.809823677581864, 'recall': 0.7948084054388134, 'f1-score': 0.8022457891453525, 'support': 809}","{'precision': 0.6, 'recall': 0.40336134453781514, 'f1-score': 0.4824120603015075, 'support': 119}","{'precision': 0.8890030832476875, 'recall': 0.8129699248120301, 'f1-score': 0.8492881688757978, 'support': 1064}","{'precision': 0.84244721169464, 'recall': 0.7811244979919679, 'f1-score': 0.810627767647825, 'support': 1992}","{'precision': 0.7662755869431838, 'recall': 0.6703798915962196, 'f1-score': 0.711315339440886, 'support': 1992}","{'precision': 0.8395816444474234, 'recall': 0.7811244979919679, 'f1-score': 0.808266310380682, 'support': 1992}",0.9202530384063721,26,0.3410722017288208
